date,totalArticles,daily_return,volume_change,spread,positive_return
2020-10-31,5.0,0.007717390496988052,0.16542171743724146,0.04114514080269792,1.0
2020-11-01,1.0,0.017844770398761645,-0.18333640340084806,0.04824205793469448,0.0
2020-11-02,1.0,-0.003374586323511286,-0.5641683380466245,0.01927675918544822,0.0
2020-11-03,2.0,-0.014292461398728529,1.2375618892360132,0.04517315042215866,1.0
2020-11-04,1.0,0.033613940939716036,-0.021745644836973832,0.055850769809040135,1.0
2020-11-05,9.0,0.010091429060463009,0.485319900894166,0.051729299726277295,1.0
2020-11-06,20.0,0.102172516292107,0.8562389488402273,0.1173397714196968,0.0
2020-11-07,12.0,-0.0007174704043457768,-0.3057595955224054,0.050607611641031884,0.0
2020-11-08,2.0,-0.04884224832042683,-0.2072431128091604,0.0900415310072551,1.0
2020-11-09,1.0,0.04332324614316629,-0.4109919466336517,0.062234623316753584,0.0
2020-11-10,3.0,-0.0101549731590882,0.6661920614915355,0.06580103359173117,0.0
2020-11-11,35.0,-0.0004046231457490723,-0.5020251747693544,0.02444080813085511,1.0
2020-11-12,3.0,0.02559298021114209,0.7053889887336289,0.04504210457601671,1.0
2020-11-13,8.0,0.03813810181619104,0.4972719004120994,0.05854754720344275,1.0
2020-11-15,1.0,0.0021830044518573732,-0.3661669126455751,0.031198263492881118,0.0
2020-11-16,3.0,-0.007325825088152493,-0.43899556228203707,0.022969570758089083,1.0
2020-11-17,2.0,0.04753700907763925,2.1823718626348247,0.06316857479269497,1.0
2020-11-18,16.0,0.057633768113341866,0.5295612838406307,0.07812817661057883,1.0
2020-11-19,42.0,0.006514068578666432,0.3618801556522928,0.07324660633484162,1.0
2020-11-20,15.0,0.001584269662921356,-0.5051427644870591,0.046685393258426966,1.0
2020-11-21,21.0,0.04778945715215222,0.005027671717097837,0.058561540101192536,1.0
2020-11-22,7.0,0.0015256795965781222,-0.2902808417926485,0.034513966241110444,0.0
2020-11-23,3.0,-0.013817101134766195,0.3247768750664808,0.06119612800461825,0.0
2020-11-24,20.0,-0.0033820771590552523,-0.04597484916958894,0.04204256334864948,1.0
2020-11-24,1.0,0.04274573358422429,0.4670697632054197,0.07498830263000399,1.0
2020-11-25,46.0,0.04274573358422429,0.4670697632054197,0.07498830263000399,0.0
2020-11-26,10.0,-0.023490387925189427,-0.2339595102370932,0.05655830064268429,0.0
2020-11-27,29.0,-0.08325410983047965,1.6429058384333484,0.14365130647926133,0.0
2020-11-27,1.0,-0.0011884925952249106,-0.6741816688594252,0.058794057675502526,0.0
2020-11-28,16.0,-0.0011884925952249106,-0.6741816688594252,0.058794057675502526,1.0
2020-11-29,3.0,0.034338143512091523,-0.15509806432501172,0.0594249387612272,1.0
2020-11-30,3.0,0.026013793570143662,0.04904462475598725,0.0468711227413205,1.0
2020-11-30,1.0,0.08320783546404886,1.5520429053691625,0.1753171096308998,1.0
2020-12-01,38.0,0.08320783546404886,1.5520429053691625,0.1753171096308998,0.0
2020-12-02,35.0,-0.04694516467848231,-0.051606387219437666,0.09319260142592546,1.0
2020-12-03,12.0,0.0238781018905494,-0.4682931850718425,0.05341108803323223,1.0
2020-12-04,14.0,0.011434424950861556,-0.25804208003615303,0.03892441452082013,0.0
2020-12-05,5.0,-0.04038290499863762,0.15624874643925635,0.0501267958458286,1.0
2020-12-06,7.0,0.02610121184197833,-0.5930201946416684,0.03582417582417578,1.0
2020-12-07,2.0,0.012525452931655634,0.14455757902315547,0.030240535474675163,0.0
2020-12-08,3.0,-0.011050435984303664,0.1548292825485591,0.02785659014702089,0.0
2020-12-09,4.0,-0.0447425776646887,1.0348236344580537,0.061514401146878665,1.0
2020-12-10,12.0,0.012445075188995958,0.2107611093064714,0.054065122780960005,0.0
2020-12-11,30.0,-0.016335552740113782,-0.3648310438200577,0.03483319315951792,0.0
2020-12-13,8.0,-0.011728919459592757,0.2591020959277268,0.039076201332865663,1.0
2020-12-14,1.0,0.01899302915419332,0.034233932792845145,0.03759886044731702,1.0
2020-12-15,4.0,0.0061051653873649405,-0.3348168151685731,0.017779053384125696,1.0
2020-12-16,3.0,0.00822567177183875,0.7567161697317661,0.026067112701623284,1.0
2020-12-16,72.0,0.09971347294454123,1.1380984564849808,0.11702975899585895,1.0
2020-12-17,1.0,0.09971347294454123,1.1380984564849808,0.11702975899585895,1.0
2020-12-17,59.0,0.06773754449647074,0.6036775515166544,0.1164045932673897,1.0
2020-12-18,1.0,0.06773754449647074,0.6036775515166544,0.1164045932673897,1.0
2020-12-18,1.0,0.01333117207419532,-0.6814196389110019,0.04422711053051481,1.0
2020-12-19,18.0,0.01333117207419532,-0.6814196389110019,0.04422711053051481,1.0
2020-12-20,6.0,0.03203562395970684,0.03374522538153113,0.0643328952828884,0.0
2020-12-21,14.0,-0.016370986322602258,-0.06059467419069475,0.05080535366441151,0.0
2020-12-21,13.0,-0.032562913371407265,0.8350916368698926,0.09388095805935068,0.0
2020-12-22,1.0,-0.032562913371407265,0.8350916368698926,0.09388095805935068,1.0
2020-12-22,10.0,0.048956466999176884,-0.4688017578927357,0.06525087350272389,1.0
2020-12-23,1.0,0.048956466999176884,-0.4688017578927357,0.06525087350272389,0.0
2020-12-24,6.0,-0.025243199234520453,0.5416445765274036,0.06089913109180201,1.0
2020-12-25,12.0,0.02117821300486078,-0.4563731423849881,0.0442186389959312,1.0
2020-12-26,5.0,0.041317784354894416,0.2871048986332643,0.05762963400186358,1.0
2020-12-27,4.0,0.07055460633396238,0.5614823841165446,0.09310308535528948,0.0
2020-12-28,12.0,-0.007178191610063056,0.4778106130723117,0.1028129278199243,1.0
2020-12-29,16.0,0.02964032394462768,-0.4479350355485212,0.05352923241100694,1.0
2020-12-29,14.0,0.01282672635453852,0.10507879804337228,0.05734602592040371,1.0
2020-12-30,1.0,0.01282672635453852,0.10507879804337228,0.05734602592040371,1.0
2020-12-31,27.0,0.05492727259444341,0.19887889221952504,0.0593983094804976,1.0
2021-01-01,14.0,0.0027458543831522238,-0.27001929399050417,0.05012811634349034,1.0
2021-01-02,5.0,0.015183430481505056,-0.2306272296405971,0.034451680628742334,1.0
2021-01-03,23.0,0.09659885233801258,2.349215013578433,0.1434179062339491,1.0
2021-01-04,22.0,0.026176532625283855,-0.3813224265191648,0.08595268101591164,0.0
2021-01-05,57.0,-0.03127616548830646,0.32875140379718304,0.17327183089651094,1.0
2021-01-06,42.0,0.06246879680479276,-0.3189303845121302,0.14317630796401634,1.0
2021-01-07,24.0,0.08301615271659313,0.12409694338539512,0.10618595758552936,1.0
2021-01-08,51.0,0.07083876811102963,0.3102567755801484,0.1132496596462491,1.0
2021-01-09,53.0,0.029823495150548274,-0.13005008123687867,0.1360125604598749,0.0
2021-01-10,6.0,-0.010195073610595351,-0.5743839339409178,0.06526884524729243,0.0
2021-01-11,61.0,-0.05171407206083657,1.4340020104214974,0.1630159376800938,0.0
2021-01-12,52.0,-0.07155263881793528,0.8563423302828816,0.2082220993809323,0.0
